District,Unit  ,Inci_no   ,incid_descrip,Alm_d  m            ,Disp_d    m           ,No  if_d    m          ,Roll_d    m           ,Arv_d    m            ,In_d    m             ,City                     ,Zip       ,Shift,geopoint
Downtown,T1,18-0005894,EMS call,9/22/18 11:07,9/22/18 11:07,9/22/18 11:09,9/22/18 11:11,9/22/18 11:12,9/22/18 11:17,BURLINGTON,5401,C,"44.4632802118,-73.2345708361"
Downtown,T1,18-0005955,EMS call where injured party has been transported by a non-fire service agency or left the scene prior to arrival,9/24/18 12:24,9/24/18 12:24,9/24/18 12:24,9/24/18 12:25,9/24/18 12:29,9/24/18 12:38,BURLINGTON,5401,B,"44.4735124426,-73.1780337975"
South End,E1,18-0005992,Dumpster or other outside trash receptacle fire,9/25/18 23:52,9/25/18 23:52,9/25/18 23:53,9/25/18 23:59,9/25/18 23:59,9/26/18 0:20,BURLINGTON,5401,C,"44.4791920741,-73.2078165298"
Hill Section,22A1,18-0006031,EMS call where injured party has been transported by a non-fire service agency or left the scene prior to arrival,9/27/18 9:22,9/27/18 9:22,9/27/18 9:26,9/27/18 9:27,9/27/18 9:31,9/27/18 10:07,BURLINGTON,5401,B,"44.4618978323,-73.1877972228"
Downtown,UTV2,19-0005449,EMS call,9/2/19 10:45,9/2/19 10:45,9/2/19 10:46,9/2/19 10:46,9/2/19 10:46,9/2/19 10:47,BURLINGTON,5401,C,"44.4639538162,-73.2297855865"
Old North End,UTV2,19-0006733,EMS call,10/25/19 5:04,10/25/19 5:04,10/25/19 5:25,10/25/19 5:25,10/25/19 5:26,10/25/19 5:30,BURLINGTON,5401,B,"38.2542563355,-95.7308114593"
Downtown,UTV2,19-0000714,EMS call,2/2/19 5:44,2/2/19 5:44,2/2/19 5:44,2/2/19 5:45,2/2/19 5:45,2/2/19 5:45,BURLINGTON,5401,A,"44.4684782413,-73.2459119714"
New North End,UTV2,19-0005888,EMS call,9/20/19 8:07,9/20/19 8:07,9/20/19 8:13,9/20/19 8:13,9/20/19 8:18,9/20/19 8:28,Burlington,5401,C,"44.4981901615,-73.1894019639"
Old North End,UTV2,19-0005426,"Outside rubbish fire, other",9/1/19 14:36,9/1/19 14:36,9/1/19 14:39,9/1/19 14:39,9/1/19 14:50,9/1/19 14:54,BURLINGTON,5408,B,"44.5062054942,-73.2352904736"
Hill Section,6A2,18-0006703,,10/24/18 12:31,10/24/18 12:31,10/24/18 12:36,10/24/18 12:36,10/24/18 12:41,10/24/18 14:28,BURLINGTON,5401,B,"44.4923826159,-73.212003256"
Downtown,UTV2,19-0004566,EMS call,7/27/19 12:54,7/27/19 12:54,7/27/19 12:54,7/27/19 12:54,7/27/19 13:01,7/27/19 13:53,BURLINGTON,5401,B,"44.4785541596,-73.2327526148"
New North End,A4,19-0000668,EMS call,1/31/19 14:09,1/31/19 14:09,1/31/19 14:09,1/31/19 14:12,1/31/19 14:19,1/31/19 15:24,BURLINGTON,5408,B,"44.5127330188,-73.2414905957"
New North End,A4,18-0005417,EMS call,9/4/18 10:04,9/4/18 10:04,9/4/18 10:04,9/4/18 10:06,9/4/18 10:10,9/4/18 11:20,BURLINGTON,5408,C,"44.5114207165,-73.2296011356"
Old North End,A2,19-0006519,EMS call,10/15/19 20:50,10/15/19 20:50,10/15/19 20:51,10/15/19 20:52,10/15/19 20:54,10/15/19 21:20,BURLINGTON,5401,A,"44.4738458304,-73.2293541512"
New North End,A2,19-0006545,EMS call,10/16/19 17:31,10/16/19 17:31,10/16/19 17:31,10/16/19 17:33,10/16/19 17:39,10/16/19 18:36,BURLINGTON,5408,B,"44.523024837,-73.2496025864"
Downtown,A1,19-0006048,EMS call,9/27/19 10:51,9/27/19 10:51,9/27/19 10:51,9/27/19 10:54,9/27/19 10:57,9/27/19 11:25,BURLINGTON,5401,A,"44.4681986288,-73.2059732882"
New North End,22A2,18-0005898,EMS call,9/22/18 13:17,9/22/18 13:17,9/22/18 13:19,9/22/18 13:19,9/22/18 13:30,9/22/18 14:22,BURLINGTON,5408,C,"44.5365574696,-73.281086606"
Downtown,R1,19-0007369,EMS call,11/19/19 5:39,11/19/19 5:39,11/19/19 5:39,11/19/19 5:40,11/19/19 5:42,11/19/19 6:02,BURLINGTON,5401,C,"44.4778173688,-73.1999170711"
Downtown,R1,19-0006913,Removal of victim(s) from stalled elevator,11/1/19 5:33,11/1/19 5:33,11/1/19 5:34,11/1/19 5:35,11/1/19 5:38,11/1/19 5:44,BURLINGTON,5401,C,"44.4560157224,-73.2054963228"
Downtown,R1,19-0003439,Removal of victim(s) from stalled elevator,6/10/19 5:08,6/10/19 5:08,6/10/19 5:09,6/10/19 5:10,6/10/19 5:12,6/10/19 5:26,BURLINGTON,5401,C,"44.4909445802,-73.2065071819"
Hill Section,22A1,18-0004709,EMS call where injured party has been transported by a non-fire service agency or left the scene prior to arrival,8/6/18 10:50,8/6/18 10:50,8/6/18 10:52,8/6/18 10:53,8/6/18 11:00,8/6/18 11:28,BURLINGTON,5401,A,"44.4816750818,-73.2162545344"
Downtown,E1,18-0004842,EMS call,8/11/18 3:46,8/11/18 3:46,8/11/18 3:46,8/11/18 3:50,8/11/18 3:50,8/11/18 4:00,BURLINGTON,5401,C,"44.4544171694,-73.2201143718"
Downtown,22A1,19-0005668,EMS call,9/11/19 10:01,9/11/19 10:01,9/11/19 10:03,9/11/19 10:05,9/11/19 10:05,9/11/19 10:41,BURLINGTON,5401,C,"44.4554555006,-73.2085356497"
Downtown,T1,19-0006175,Smoke detector activation due to malfunction,10/2/19 8:35,10/2/19 8:35,10/2/19 8:35,10/2/19 8:40,10/2/19 8:42,10/2/19 9:22,BURLINGTON,5401,C,"44.4522666326,-73.208785474"
Old North End,E1,19-0006395,EMS call,10/11/19 7:24,10/11/19 7:24,10/11/19 7:25,10/11/19 7:26,10/11/19 7:29,10/11/19 8:00,BURLINGTON,5401,C,"44.4619809583,-73.2090014309"
Downtown,E1,19-0006562,No incident found on arrival at dispatch address,10/17/19 15:09,10/17/19 15:09,10/17/19 15:09,10/17/19 15:11,10/17/19 15:19,10/17/19 15:20,BURLINGTON,5401,C,"44.467783276,-73.2027297099"
Downtown,E1,18-0005674,"Defective elevator, no occupants",9/14/18 11:56,9/14/18 11:56,9/14/18 11:57,9/14/18 12:00,9/14/18 12:01,9/14/18 12:25,BURLINGTON,5401,A,"44.4971759146,-73.218909389"
Old North End,T1,18-0005698,Assist invalid,9/15/18 5:25,9/15/18 5:25,9/15/18 5:26,9/15/18 5:28,9/15/18 5:30,9/15/18 5:39,Burlington,5401,B,"44.48582368,-73.2437634201"
Hill Section,A2,19-0004788,EMS call,8/5/19 4:32,8/5/19 4:32,8/5/19 4:33,8/5/19 4:35,8/5/19 4:39,8/5/19 5:15,BURLINGTON,5401,B,"44.4902987707,-73.2179237438"
Old North End,A2,19-0004904,EMS call,8/9/19 9:09,8/9/19 9:09,8/9/19 9:09,8/9/19 9:11,8/9/19 9:13,8/9/19 10:20,BURLINGTON,5401,C,"44.5118237174,-73.2073823156"
New North End,A2,18-0007119,EMS call,11/13/18 10:45,11/13/18 10:45,11/13/18 10:47,11/13/18 10:48,11/13/18 10:53,11/13/18 12:04,BURLINGTON,5408,A,"44.5334961864,-73.2690495804"
New North End,A2,19-0005067,EMS call,8/17/19 16:43,8/17/19 16:43,8/17/19 16:44,8/17/19 16:45,8/17/19 16:48,8/17/19 17:34,BURLINGTON,5408,B,"44.5262024068,-73.2242506603"
New North End,A2,19-0005405,EMS call,8/31/19 17:21,8/31/19 17:21,8/31/19 17:22,8/31/19 17:24,8/31/19 17:29,8/31/19 18:41,BURLINGTON,5408,A,"44.5372129386,-73.2773879614"
New North End,A2,19-0004068,EMS call,7/6/19 19:17,7/6/19 19:17,7/6/19 19:17,7/6/19 19:19,7/6/19 19:25,7/6/19 20:08,BURLINGTON,5408,B,"44.5385394078,-73.2499627392"
Hill Section,A2,19-0004303,"Good intent call, other",7/16/19 13:38,7/16/19 13:38,7/16/19 13:39,7/16/19 13:39,7/16/19 13:41,7/16/19 13:48,BURLINGTON,5401,C,"44.4817648545,-73.1837645085"
New North End,A2,19-0006140,EMS call,9/30/19 14:17,9/30/19 14:17,9/30/19 14:17,9/30/19 14:18,9/30/19 14:23,9/30/19 14:55,BURLINGTON,5408,A,"44.4992520125,-73.2455961629"
Downtown,A1,18-0005619,EMS call,9/12/18 12:29,9/12/18 12:29,9/12/18 12:30,9/12/18 12:32,9/12/18 12:33,9/12/18 13:29,BURLINGTON,5401,B,"44.4914256679,-73.2280315578"
New North End,L4,19-0007030,EMS call,11/5/19 13:06,11/5/19 13:06,11/5/19 13:07,11/5/19 13:09,11/5/19 13:11,11/5/19 13:23,BURLINGTON,5408,A,"44.4934912414,-73.2367114379"
New North End,L4,19-0007035,"Rescue and EMS incident, other",11/5/19 15:48,11/5/19 15:48,11/5/19 15:48,11/5/19 15:50,11/5/19 15:53,11/5/19 16:04,BURLINGTON,5408,A,"44.514640858,-73.2460924002"
New North End,L4,19-0007048,EMS call,11/6/19 6:39,11/6/19 6:39,11/6/19 6:41,11/6/19 6:41,11/6/19 6:45,11/6/19 7:06,BURLINGTON,5408,B,"44.523417805,-73.2621384197"
New North End,L4,19-0007125,Motor vehicle accident with injuries,11/9/19 5:48,11/9/19 5:48,11/9/19 5:48,11/9/19 5:49,11/9/19 5:52,11/9/19 6:04,BURLINGTON,5408,B,"44.5188029651,-73.2224983187"
New North End,L4,18-0005592,EMS call,9/11/18 10:32,9/11/18 10:32,9/11/18 10:36,9/11/18 10:37,9/11/18 10:44,9/11/18 10:58,BURLINGTON,5408,A,"44.5116497503,-73.273611514"
New North End,L4,18-0006062,EMS call,9/28/18 16:31,9/28/18 16:31,9/28/18 16:32,9/28/18 16:32,9/28/18 16:33,9/28/18 16:48,BURLINGTON,5408,C,"44.505823253,-73.2576591748"
Hill Section,E3,19-0000010,EMS call,1/1/19 0:17,1/1/19 0:17,1/1/19 0:17,1/1/19 0:20,1/1/19 0:23,1/1/19 0:37,BURLINGTON,5401,A,"44.494343299,-73.1857104439"
Hill Section,E3,19-0001815,EMS call,3/27/19 0:29,3/27/19 0:29,3/27/19 0:29,3/27/19 0:34,3/27/19 0:34,3/27/19 0:56,BURLINGTON,5401,B,"44.4369401078,-73.220026372"
Hill Section,E3,19-0001915,EMS call,3/31/19 8:26,3/31/19 8:26,3/31/19 8:27,3/31/19 8:30,3/31/19 8:31,3/31/19 8:47,BURLINGTON,5401,A,"44.4781475096,-73.2033377232"
Hill Section,E3,19-0002115,Carbon monoxide detector activation (no carbon monoxide detected),4/10/19 2:23,4/10/19 2:23,4/10/19 2:24,4/10/19 2:26,4/10/19 2:30,4/10/19 2:38,BURLINGTON,5401,A,"44.492891076,-73.1717548832"
Hill Section,E3,19-0002198,EMS call,4/13/19 13:23,4/13/19 13:23,4/13/19 13:24,4/13/19 13:25,4/13/19 13:27,4/13/19 13:39,BURLINGTON,5401,B,"44.4853321076,-73.2250232241"
South End,A1,19-0005894,EMS call,9/20/19 11:06,9/20/19 11:06,9/20/19 11:06,9/20/19 11:07,9/20/19 11:11,9/20/19 12:15,BURLINGTON,5401,C,"44.4599844512,-73.2043747551"
Downtown,A1,19-0006840,EMS call,10/30/19 3:26,10/30/19 3:26,10/30/19 3:27,10/30/19 3:29,10/30/19 3:30,10/30/19 4:15,BURLINGTON,5401,A,"44.4588884438,-73.1941754228"
South End,A1,19-0004335,EMS call,7/17/19 19:42,7/17/19 19:42,7/17/19 19:42,7/17/19 19:45,7/17/19 19:50,7/17/19 20:49,BURLINGTON,5401,A,"44.4424772418,-73.202115455"
South End,A1,19-0004356,EMS call,7/18/19 18:43,7/18/19 18:43,7/18/19 18:43,7/18/19 18:45,7/18/19 18:49,7/18/19 19:47,BURLINGTON,5401,B,"44.4580028471,-73.2478858668"
New North End,L2,19-0005926,EMS call,9/21/19 14:56,9/21/19 14:56,9/21/19 15:05,9/21/19 15:06,9/21/19 15:12,9/21/19 15:50,BURLINGTON,5408,A,"44.5335913321,-73.2802511428"
Old North End,I2,18-0006001,Chemical hazard (no spill or leak),9/26/18 6:51,9/26/18 6:51,9/26/18 6:51,9/26/18 6:51,9/26/18 7:00,9/26/18 7:14,Burlington,5401,A,"44.4992528438,-73.2286289851"
Old North End,L2,19-0006259,EMS call,10/5/19 17:08,10/5/19 17:08,10/5/19 17:08,10/5/19 17:10,10/5/19 17:15,10/5/19 17:18,BURLINGTON,5401,C,"44.5109663241,-73.2073131623"
Old North End,L2,19-0006517,EMS call,10/15/19 19:14,10/15/19 19:14,10/15/19 19:14,10/15/19 19:16,10/15/19 19:18,10/15/19 19:20,BURLINGTON,5401,A,"44.5093461164,-73.2351598531"
Old North End,L2,18-0005544,EMS call,9/9/18 11:16,9/9/18 11:16,9/9/18 11:17,9/9/18 11:18,9/9/18 11:19,9/9/18 11:28,BURLINGTON,5401,B,"44.4999729229,-73.2277428326"
Old North End,L2,18-0005579,EMS call,9/10/18 21:02,9/10/18 21:02,9/10/18 21:02,9/10/18 21:05,9/10/18 21:07,9/10/18 21:19,BURLINGTON,5401,C,"44.4693528169,-73.2230478458"
New North End,L2,18-0005679,Smoke detector activation due to malfunction,9/14/18 15:51,9/14/18 15:51,9/14/18 15:51,9/14/18 15:55,9/14/18 15:55,9/14/18 16:09,BURLINGTON,5408,A,"44.5067343901,-73.2056039541"
Hill Section,E3,18-0006020,EMS call,9/26/18 18:41,9/26/18 18:41,9/26/18 18:42,9/26/18 18:45,9/26/18 18:45,9/26/18 18:45,BURLINGTON,5401,A,"44.4730856275,-73.1966246229"
Downtown,E3,19-0007540,Police matter  Includes incidents where FD is called to a scene that should be handled by the police,11/26/19 10:56,11/26/19 10:56,11/26/19 10:56,11/26/19 10:56,11/26/19 10:56,11/26/19 11:12,BURLINGTON,5401,A,"44.4785687913,-73.1767340729"
Hill Section,E3,19-0006477,EMS call where injured party has been transported by a non-fire service agency or left the scene prior to arrival,10/14/19 7:31,10/14/19 7:31,10/14/19 7:32,10/14/19 7:32,10/14/19 7:34,10/14/19 7:49,BURLINGTON,5401,C,"44.4812446344,-73.1672001575"
Hill Section,E3,19-0002516,EMS call,4/27/19 11:36,4/27/19 11:36,4/27/19 11:37,4/27/19 11:39,4/27/19 11:41,4/27/19 11:49,BURLINGTON,5401,A,"44.4536290439,-73.2129403066"
Hill Section,E3,19-0005795,Assist invalid,9/16/19 5:36,9/16/19 5:36,9/16/19 5:39,9/16/19 5:39,9/16/19 5:40,9/16/19 5:50,BURLINGTON,5401,B,"44.4734450837,-73.220307234"
Hill Section,E3,19-0006748,Assist invalid,10/25/19 16:42,10/25/19 16:42,10/25/19 16:42,10/25/19 16:44,10/25/19 16:45,10/25/19 16:51,BURLINGTON,5401,B,"44.4975813376,-73.2159737993"
Hill Section,E3,19-0006769,"Emergency medical service incident, other",10/26/19 14:15,10/26/19 14:15,10/26/19 14:15,10/26/19 14:17,10/26/19 14:17,10/26/19 14:24,BURLINGTON,5401,C,"44.4771661098,-73.2234833627"
Hill Section,E3,19-0007017,Burlington Fire Department - Contractor Billable False Alarm,11/5/19 3:55,11/5/19 3:55,11/5/19 3:55,11/5/19 3:56,11/5/19 3:57,11/5/19 4:12,BURLINGTON,5401,A,"44.4840509072,-73.1961624931"
Hill Section,E3,19-0007051,EMS call where injured party has been transported by a non-fire service agency or left the scene prior to arrival,11/6/19 7:39,11/6/19 7:39,11/6/19 7:39,11/6/19 7:40,11/6/19 7:43,11/6/19 7:55,BURLINGTON,5401,B,"44.4914354409,-73.2183416091"
Old North End,L2,19-0000125,"Good intent call, other",1/7/19 16:27,1/7/19 16:27,1/7/19 16:27,1/7/19 16:29,1/7/19 16:32,1/7/19 16:36,BURLINGTON,5401,B,"44.489485103,-73.1917566339"
Old North End,L2,19-0002226,Police matter  Includes incidents where FD is called to a scene that should be handled by the police,4/15/19 0:29,4/15/19 0:29,4/15/19 0:31,4/15/19 0:34,4/15/19 0:36,4/15/19 0:41,BURLINGTON,5401,C,"44.4819678122,-73.2281491734"
Old North End,L2,19-0001950,EMS call,4/2/19 8:06,4/2/19 8:06,4/2/19 8:06,4/2/19 8:09,4/2/19 8:10,4/2/19 8:20,BURLINGTON,5401,C,"44.4806836577,-73.1937195145"
Old North End,L2,18-0005023,EMS call,8/18/18 6:35,8/18/18 6:35,8/18/18 6:35,8/18/18 6:36,8/18/18 6:40,8/18/18 6:51,BURLINGTON,5401,A,"44.4834886702,-73.2386987633"
Old North End,L2,18-0005401,"Good intent call, other",9/3/18 17:48,9/3/18 17:48,9/3/18 17:49,9/3/18 17:52,9/3/18 17:54,9/3/18 17:58,BURLINGTON,5401,B,"44.5061234292,-73.2085377259"
Downtown,L2,19-0006514,EMS call,10/15/19 17:30,10/15/19 17:30,10/15/19 17:31,10/15/19 17:31,10/15/19 17:35,10/15/19 17:48,BURLINGTON,5401,A,"44.4890240721,-73.1760551302"
Old North End,L2,19-0006539,"Good intent call, other",10/16/19 12:58,10/16/19 12:58,10/16/19 12:58,10/16/19 13:00,10/16/19 13:03,10/16/19 13:08,BURLINGTON,5401,B,"38.2548732293,-95.7621026088"
Old North End,L2,19-0006623,Alarm system activation due to malfunction,10/20/19 12:19,10/20/19 12:19,10/20/19 12:20,10/20/19 12:21,10/20/19 12:23,10/20/19 12:32,BURLINGTON,5401,C,"39.3234249373,-78.9439037181"
Downtown,BATT1,19-0002069,"Smoke detector activation (no fire), unintentional",4/7/19 15:51,4/7/19 15:51,4/7/19 15:52,4/7/19 15:53,4/7/19 15:55,4/7/19 15:58,BURLINGTON,5401,B,"44.470470828,-73.2206717989"
Old North End,BATT1,18-0004915,Building fire  Excludes confined fires (113–118),8/13/18 19:22,8/13/18 19:22,8/13/18 19:22,8/13/18 19:24,8/13/18 19:27,8/13/18 20:12,BURLINGTON,5401,B,"44.4668430308,-73.19982198"
Hill Section,BATT1,19-0001004,Alarm system activation due to malfunction,2/15/19 7:51,2/15/19 7:51,2/15/19 7:52,2/15/19 7:53,2/15/19 7:57,2/15/19 8:12,BURLINGTON,5401,B,"44.4688513662,-73.1851450586"
New North End,BATT1,19-0001006,Carbon monoxide incident,2/15/19 8:14,2/15/19 8:14,2/15/19 8:14,2/15/19 8:17,2/15/19 8:24,2/15/19 9:42,BURLINGTON,5408,B,"44.5164513286,-73.239910214"
New North End,BATT1,19-0003428,"Good intent call, other",6/9/19 12:21,6/9/19 12:21,6/9/19 12:21,6/9/19 12:23,6/9/19 12:33,6/9/19 12:41,BURLINGTON,5408,B,"44.4846393603,-73.2549602498"
Hill Section,E3,19-0007092,Motor vehicle accident with no injuries,11/8/19 2:02,11/8/19 2:02,11/8/19 2:03,11/8/19 2:05,11/8/19 2:13,11/8/19 2:29,BURLINGTON,5401,C,"44.4727667842,-73.1772518555"
Hill Section,E3,19-0007118,Assist invalid,11/9/19 1:46,11/9/19 1:46,11/9/19 1:47,11/9/19 1:50,11/9/19 1:53,11/9/19 2:05,BURLINGTON,5401,B,"44.4731049538,-73.1860776795"
Hill Section,E3,18-0005566,EMS call where injured party has been transported by a non-fire service agency or left the scene prior to arrival,9/10/18 10:26,9/10/18 10:26,9/10/18 10:27,9/10/18 10:28,9/10/18 10:28,9/10/18 10:41,BURLINGTON,5401,C,"44.4946370603,-73.2361230467"
Hill Section,E3,18-0007118,EMS call,11/13/18 10:37,11/13/18 10:37,11/13/18 10:42,11/13/18 10:43,11/13/18 10:45,11/13/18 11:01,BURLINGTON,5401,A,"44.4477794135,-73.1812410731"
Hill Section,E3,19-0005083,EMS call where injured party has been transported by a non-fire service agency or left the scene prior to arrival,8/18/19 8:41,8/18/19 8:41,8/18/19 8:41,8/18/19 8:42,8/18/19 8:50,8/18/19 8:50,SOUTH BURLINGTON,5403,C,"44.4703006106,-73.2084489082"
Downtown,A1,18-0005646,EMS call,9/13/18 16:30,9/13/18 16:30,9/13/18 16:31,9/13/18 16:35,9/13/18 16:35,9/13/18 17:05,BURLINGTON,5401,C,"44.4982055132,-73.2231949264"
Old North End,L2,19-0005001,"Good intent call, other",8/14/19 13:39,8/14/19 13:39,8/14/19 13:40,8/14/19 13:41,8/14/19 13:42,8/14/19 13:49,BURLINGTON,5401,B,"44.4881958189,-73.2088307753"
Downtown,L2,19-0001769,Assist police or other governmental agency,3/24/19 10:04,3/24/19 10:04,3/24/19 10:07,3/24/19 10:07,3/24/19 10:15,3/24/19 10:27,BURLINGTON,5401,C,"44.4818118944,-73.2412553882"
Old North End,L2,19-0004069,EMS call,7/6/19 21:39,7/6/19 21:39,7/6/19 21:39,7/6/19 21:42,7/6/19 21:44,7/6/19 22:01,BURLINGTON,5401,B,"44.4874981111,-73.1859581707"
New North End,L2,19-0004422,Smoke detector activation due to malfunction,7/21/19 6:46,7/21/19 6:46,7/21/19 6:47,7/21/19 6:48,7/21/19 6:56,7/21/19 7:09,BURLINGTON,5408,B,"44.5164833189,-73.296539125"
Old North End,C6,19-0003709,Citizen’s complaint  Includes reports of code or ordinance violation,6/20/19 11:58,6/20/19 11:58,6/20/19 12:00,6/20/19 12:00,6/20/19 12:00,6/20/19 12:46,BURLINGTON,5401,D,"44.4876598145,-73.1858212295"
Old North End,A2,18-0005760,EMS call,9/17/18 15:01,9/17/18 15:01,9/17/18 15:01,9/17/18 15:03,9/17/18 15:05,9/17/18 16:24,BURLINGTON,5401,A,"44.5014187644,-73.2350452677"
Hill Section,A2,18-0005876,EMS call,9/21/18 16:35,9/21/18 16:35,9/21/18 16:35,9/21/18 16:38,9/21/18 16:41,9/21/18 17:13,BURLINGTON,5401,B,"44.5023585468,-73.1761753454"
Hill Section,A2,18-0005909,EMS call,9/22/18 20:53,9/22/18 20:53,9/22/18 20:54,9/22/18 20:58,9/22/18 21:00,9/22/18 21:55,BURLINGTON,5401,C,"44.4802403607,-73.1665163754"
Hill Section,A2,19-0006574,EMS call,10/18/19 6:32,10/18/19 6:32,10/18/19 6:32,10/18/19 6:33,10/18/19 6:37,10/18/19 7:05,BURLINGTON,5401,A,"44.4992218236,-73.2126349184"
Hill Section,A2,19-0002361,EMS call,4/20/19 9:17,4/20/19 9:17,4/20/19 9:45,4/20/19 9:45,4/20/19 9:45,4/20/19 10:19,BURLINGTON,5401,C,"44.5090458515,-73.2124709509"
Hill Section,A2,19-0002699,EMS call,5/5/19 17:19,5/5/19 17:19,5/5/19 17:23,5/5/19 17:23,5/5/19 17:23,5/5/19 18:01,BURLINGTON,5401,C,"44.50629567,-73.2146981233"
New North End,A2,19-0002770,EMS call,5/9/19 13:22,5/9/19 13:22,5/9/19 13:23,5/9/19 13:25,5/9/19 13:26,5/9/19 14:19,BURLINGTON,5408,A,"44.488581616,-73.2446930389"
New North End,L4,18-0007184,EMS call,11/17/18 17:28,11/17/18 17:28,11/17/18 17:28,11/17/18 17:30,11/17/18 17:32,11/17/18 17:44,BURLINGTON,5408,B,"44.5089538187,-73.2256632269"
New North End,L4,18-0007347,EMS call,11/26/18 11:51,11/26/18 11:51,11/26/18 11:52,11/26/18 11:55,11/26/18 12:00,11/26/18 12:17,BURLINGTON,5408,B,"44.5043937904,-73.2623892877"
New North End,L4,18-0007396,EMS call,11/29/18 2:02,11/29/18 2:02,11/29/18 2:03,11/29/18 2:05,11/29/18 2:08,11/29/18 2:17,BURLINGTON,5408,A,"44.5097290065,-73.2398177203"
New North End,L4,18-0007424,EMS call,11/30/18 2:07,11/30/18 2:07,11/30/18 2:08,11/30/18 2:10,11/30/18 2:12,11/30/18 2:30,BURLINGTON,5408,B,"44.5338498738,-73.2675409651"
New North End,L4,18-0007485,EMS call,12/2/18 18:35,12/2/18 18:35,12/2/18 18:36,12/2/18 18:39,12/2/18 18:39,12/2/18 19:27,BURLINGTON,5408,B,"44.5329045635,-73.2533935568"
New North End,L4,18-0007519,EMS call,12/4/18 9:21,12/4/18 9:21,12/4/18 9:22,12/4/18 9:24,12/4/18 9:26,12/4/18 9:44,BURLINGTON,5408,A,"44.5188017418,-73.2541547917"
New North End,L4,19-0003891,EMS call,6/28/19 11:34,6/28/19 11:34,6/28/19 11:35,6/28/19 11:35,6/28/19 11:39,6/28/19 11:55,BURLINGTON,5408,C,"44.4915578177,-73.2743808425"
Hill Section,A2,19-0007078,EMS call,11/7/19 11:34,11/7/19 11:34,11/7/19 11:35,11/7/19 11:35,11/7/19 11:39,11/7/19 11:48,BURLINGTON,5401,C,"44.4693352533,-73.1983325363"
Hill Section,A2,19-0006919,EMS call,11/1/19 7:40,11/1/19 7:40,11/1/19 7:41,11/1/19 7:43,11/1/19 7:43,11/1/19 8:52,BURLINGTON,5401,C,"44.4792766292,-73.2054526357"
Hill Section,A2,18-0005708,EMS call,9/15/18 11:44,9/15/18 11:44,9/15/18 11:46,9/15/18 11:49,9/15/18 11:50,9/15/18 12:32,BURLINGTON,5401,B,"44.4839517544,-73.2100013776"
Old North End,L2,19-0003955,EMS call,7/1/19 16:16,7/1/19 16:16,7/1/19 16:17,7/1/19 16:18,7/1/19 16:21,7/1/19 16:31,BURLINGTON,5401,C,"44.4590977223,-73.2174726164"
Old North End,L2,19-0004086,Unauthorized burning,7/7/19 21:05,7/7/19 21:05,7/7/19 21:06,7/7/19 21:08,7/7/19 21:15,7/7/19 21:27,Burlington,5401,C,"44.5031466131,-73.2241538821"
Old North End,L2,19-0004282,Smoke detector activation due to malfunction,7/15/19 19:47,7/15/19 19:47,7/15/19 19:47,7/15/19 19:49,7/15/19 19:53,7/15/19 20:01,BURLINGTON,5401,B,"44.4782695487,-73.2298072063"
Old North End,L2,19-0003423,EMS call,6/9/19 9:38,6/9/19 9:38,6/9/19 9:38,6/9/19 9:39,6/9/19 9:43,6/9/19 9:53,BURLINGTON,5401,B,"44.4642675944,-73.2248710613"
New North End,L2,19-0003529,EMS call,6/13/19 9:41,6/13/19 9:41,6/13/19 9:41,6/13/19 9:42,6/13/19 9:48,6/13/19 10:02,BURLINGTON,5408,C,"44.4941928317,-73.2820833895"
Old North End,L2,19-0003621,Smoke detector activation due to malfunction,6/17/19 6:40,6/17/19 6:40,6/17/19 6:40,6/17/19 6:40,6/17/19 6:52,6/17/19 6:53,BURLINGTON,5401,A,"44.476170926,-73.2352258649"
Old North End,L2,18-0007957,Smoke detector activation due to malfunction,12/25/18 15:19,12/25/18 15:19,12/25/18 15:20,12/25/18 15:20,12/25/18 15:20,12/25/18 15:36,BURLINGTON,5401,A,"44.4921951442,-73.18818958"
Hill Section,E3,19-0005404,EMS call where injured party has been transported by a non-fire service agency or left the scene prior to arrival,8/31/19 16:39,8/31/19 16:39,8/31/19 16:40,8/31/19 16:40,8/31/19 16:41,8/31/19 16:50,BURLINGTON,5401,A,"44.4693498158,-73.2220491433"
Hill Section,E3,19-0004256,EMS call,7/15/19 1:07,7/15/19 1:07,7/15/19 1:07,7/15/19 1:12,7/15/19 1:12,7/15/19 1:22,BURLINGTON,5401,A,"44.4524003219,-73.1825647341"
Hill Section,E3,19-0006401,Motor vehicle accident with no injuries,10/11/19 11:44,10/11/19 11:44,10/11/19 11:48,10/11/19 11:48,10/11/19 11:53,10/11/19 12:13,BURLINGTON,5401,C,"44.4938238143,-73.2015169121"
Hill Section,E3,18-0007236,EMS call,11/21/18 2:24,11/21/18 2:24,11/21/18 2:25,11/21/18 2:27,11/21/18 2:29,11/21/18 2:46,BURLINGTON,5401,C,"44.4503644495,-73.2261603152"
Downtown,E3,18-0007249,EMS call,11/21/18 14:34,11/21/18 14:34,11/21/18 14:34,11/21/18 14:36,11/21/18 14:40,11/21/18 14:55,BURLINGTON,5401,C,"44.4850485294,-73.2218476957"
